_Citeseer_Pubmed_Photo_Computers_FacebookPagePage_LastFMAsia,Cora(),47.820,12.369,47.820,12.369,35.122,8.283
_Citeseer_Pubmed_Photo_Computers_FacebookPagePage_LastFMAsia,Cora(),48.030,12.149,48.030,12.149,35.361,8.304
